name,description,imgUrl,price,category
Chicken Curry Cut Without Skin 500 g + Chicken Seekh Kabab Lime N Pudina 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221185_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-seekh-kabab-lime-n-pudina-500-g.jpg,5.25,"Eggs, Meat & Fish"
"Peri-Peri Chicken Wings - Fresh & Juicy, Marinated, Ready To Cook",1 kg,https://www.bigbasket.com/media/uploads/p/l/40231702_2-fresho-peri-peri-chicken-wings-juicy-fresh.jpg,3.69,"Eggs, Meat & Fish"
"Mutton Goatkid - Boneless, Perfect For Curries, 8 To 10 pcs",250 g,https://www.bigbasket.com/media/uploads/p/l/40227653_1-fresho-mutton-goatkid-boneless-perfect-for-curries.jpg,5.69,"Eggs, Meat & Fish"
Kolkata/Bengali Pabda Fish - Whole Cleaned,1 kg,https://www.bigbasket.com/media/uploads/p/l/40048856_3-fresho-pabda-whole-cut-pieces.jpg,8.59,"Eggs, Meat & Fish"
"Kolkata/Bengali Bhola Small - Whole Cleaned, 2-4 pcs",500 g,https://www.bigbasket.com/media/uploads/p/l/40087283_2-fresho-bhola-small-preservative-free.jpg,3.29,"Eggs, Meat & Fish"
Kolkata/Bengali Hilsa Fish - Cleaned & Whole,500 g,https://www.bigbasket.com/media/uploads/p/l/10000951_3-fresho-hilsa-fish-cleaned-whole.jpg,11.69,"Eggs, Meat & Fish"
"Desi Rohu Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",250 g,https://www.bigbasket.com/media/uploads/p/l/40240475_4-fresho-desi-rohu-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg,0.89,"Eggs, Meat & Fish"
"Mutton Lamb - Curry Cut, From Whole Carcass, Fresh & Juicy, 28 To 34 pcs",1 kg,https://www.bigbasket.com/media/uploads/p/l/40227610_1-fresho-mutton-lamb-curry-cut-from-whole-carcass-fresh-juicy.jpg,10.49,"Eggs, Meat & Fish"
"Mutton Lamb Steak - Tender & Juicy, 28 To 35 pcs",1 kg,https://www.bigbasket.com/media/uploads/p/l/40227636_1-fresho-mutton-lamb-steak-tender-juicy.jpg,10.49,"Eggs, Meat & Fish"
"Amritsari Achari Chicken Tikka - Fresh & Juicy, Marinated, Ready To Cook",1 kg,https://www.bigbasket.com/media/uploads/p/l/40231675_2-fresho-amritsari-achari-chicken-tikka-juicy.jpg,5.88,"Eggs, Meat & Fish"
Dry Mango Powder,100 g,https://www.bigbasket.com/media/uploads/p/l/40219167_2-bb-royal-dry-mango-powder.jpg,0.45,"Foodgrains, Oil & Masala"
"Organic - Moong Dal/Hesaru Bele, Unpolished",2 kg,https://www.bigbasket.com/media/uploads/p/l/40109378_8-bb-royal-organic-moong-dal-unpolished.jpg,2.99,"Foodgrains, Oil & Masala"
Organic - Chana Dal/Channa Unpolished,1 kg,https://www.bigbasket.com/media/uploads/p/l/40072468_13-bb-royal-organic-chana-dalchanna-unpolished.jpg,1.1,"Foodgrains, Oil & Masala"
Chat Masala,50 g,https://www.bigbasket.com/media/uploads/p/l/40183515_1-bb-royal-chat-masala.jpg,0.27,"Foodgrains, Oil & Masala"
Panchrangi Dal,500 g,https://www.bigbasket.com/media/uploads/p/l/40195227_1-natureland-organics-panchrangi-dal.jpg,0.94,"Foodgrains, Oil & Masala"
Red Rajma/Capparadavare,500 g,https://www.bigbasket.com/media/uploads/p/l/40195231_1-natureland-organics-red-rajma.jpg,0.94,"Foodgrains, Oil & Masala"
Dates/Kharjura - Mazafati,300 g,https://www.bigbasket.com/media/uploads/p/l/40128190_3-bb-royal-dates-mazafati.jpg,1.4,"Foodgrains, Oil & Masala"
bb Royal Idli Rice + Urad Dal + Dosa Rice (Each 1kg),Combo,https://www.bigbasket.com/media/uploads/p/l/1200050_2-bb-combo-bb-royal-idli-rice-urad-dal-dosa-rice-each-1kg.jpg,2.4,"Foodgrains, Oil & Masala"
Nature’s Superfoods Multi Millet Mix - Rich In Dietary Fibre,1 kg,https://www.bigbasket.com/media/uploads/p/l/40172982_4-aashirvaad-natures-super-foods-multi-millet-mix.jpg,1.44,"Foodgrains, Oil & Masala"
"Kabuli Chana - Rich In Fibre, Reduces Cholesterol",500 g,https://www.bigbasket.com/media/uploads/p/l/40261319_1-natureland-organics-kabuli-chana-rich-in-fibre-reduces-cholesterol.jpg,0.85,"Foodgrains, Oil & Masala"
Arhar/Toor Dal Or Yellow Pigeon Peas,1 kg,https://www.bigbasket.com/media/uploads/p/l/40261310_1-natureland-organics-arhartoor-dal-or-yellow-pigeon-peas.jpg,1.91,"Foodgrains, Oil & Masala"
Cashew/Godambi - Whole,500 g,https://www.bigbasket.com/media/uploads/p/l/10000552_8-bb-royal-cashewkaju-whole.jpg,5.45,"Foodgrains, Oil & Masala"
Mazedar Mango,110 g,https://www.bigbasket.com/media/uploads/p/l/40208608_2-bb-royal-mazedar-mango.jpg,0.6,"Foodgrains, Oil & Masala"
"Almond - Promotes Weight Loss, Rich In Vitamin E",250 g,https://www.bigbasket.com/media/uploads/p/l/40261309_1-natureland-organics-almond-promotes-weight-loss-rich-in-vitamin-e.jpg,3.52,"Foodgrains, Oil & Masala"
Organic Brown Rice,1 kg,https://www.bigbasket.com/media/uploads/p/l/40072466_14-bb-royal-organic-brown-rice.jpg,0.74,"Foodgrains, Oil & Masala"
Organic - Chana Brown/Kadale Kaalu,1 kg,https://www.bigbasket.com/media/uploads/p/l/40098408_10-bb-royal-organic-brown-chanachanna-brown.jpg,0.99,"Foodgrains, Oil & Masala"
Superfine Sugar - Ideal For Making Sweets & Baking,1 kg,https://www.bigbasket.com/media/uploads/p/l/40238305_1-parrys-superfine-sugar-ideal-for-making-sweets-baking.jpg,0.49,"Foodgrains, Oil & Masala"
Green Peas/Ona Batani,500 g,https://www.bigbasket.com/media/uploads/p/l/10000424_15-bb-royal-green-peasmatar.jpg,0.71,"Foodgrains, Oil & Masala"
Cashew/Godambi - Split,100 g,https://www.bigbasket.com/media/uploads/p/l/40111137_9-bb-royal-cashewkaju-split.jpg,0.97,"Foodgrains, Oil & Masala"
Tini Mini Mouth Freshener - Helps Boost Immunity & Digestion,160 g,https://www.bigbasket.com/media/uploads/p/l/40225680_1-delight-nuts-tini-mini-mouth-freshener-helps-boost-ilunity-digestion.jpg,0.56,"Foodgrains, Oil & Masala"
"Moong - Green, Whole/Sabut",500 g,https://www.bigbasket.com/media/uploads/p/l/10000443_16-bb-royal-moong-green-wholesabut.jpg,0.69,"Foodgrains, Oil & Masala"
Chana Besan - Best For Indian Snacks & Dishes,500 g,https://www.bigbasket.com/media/uploads/p/l/40261313_1-natureland-organics-chana-besan-best-for-indian-snacks-dishes.jpg,0.71,"Foodgrains, Oil & Masala"
Gold Refined Cooking oil | Blended Rice Bran & Sunflower oil | Helps Keeps Heart Healthy,1 L,https://www.bigbasket.com/media/uploads/p/l/147491_9-saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-helps-keeps-heart-healthy.jpg,1.85,"Foodgrains, Oil & Masala"
Turmeric Milk Masala - Cardamom,50 g,https://www.bigbasket.com/media/uploads/p/l/40211199_1-valley-spice-turmeric-milk-masala-cardamom.jpg,0.95,"Foodgrains, Oil & Masala"
"Refined Sunflower Oil - Trans Fat Free, Healthy Cooking Oil",1 L,https://www.bigbasket.com/media/uploads/p/l/40236891_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,1.86,"Foodgrains, Oil & Masala"
Pani Puri Masala,50 g,https://www.bigbasket.com/media/uploads/p/l/40188041_1-bb-royal-pani-puri-masala.jpg,0.21,"Foodgrains, Oil & Masala"
bb Popular Californian Almond 500g + Whole Cashew 500g + Indian Kismis 200g,Combo,https://www.bigbasket.com/media/uploads/p/l/1200063_2-bb-combo-bb-popular-californian-almond-500g-whole-cashew-500g-indian-kismis-200g.jpg,9.73,"Foodgrains, Oil & Masala"
"Atta With 9 Multigrains, High Fibre & High Protein Soft Rotis",1 kg,https://www.bigbasket.com/media/uploads/p/l/40189431_3-bb-royal-multigrain-atta-fortified.jpg,0.62,"Foodgrains, Oil & Masala"
Green Magic Mouth Freshener,120 g,https://www.bigbasket.com/media/uploads/p/l/40205475_1-bb-royal-green-magic-mouth-freshener.jpg,0.6,"Foodgrains, Oil & Masala"
"White Thick Poha - High In Fibre, For Breakfast & Evening Tea",1 kg,https://www.bigbasket.com/media/uploads/p/l/40220133_1-tata-sampann-white-thick-poha-high-in-fibre.jpg,0.82,"Foodgrains, Oil & Masala"
Cumin/Jeera - Whole 200 gm + Fenugreek/Methi 100 gm + Mustard/Rye - Small 200 gm,Combo,https://www.bigbasket.com/media/uploads/p/l/1206901_1-bb-popular-cuminjeera-whole-200-gm-fenugreekmethi-100-gm-mustardrye-small-200-gm.jpg,1.3,"Foodgrains, Oil & Masala"
Red Chilli Powder 200G +Coriander/Dhania Powder 200G +Turmeric/Haldi Powder 200G,Combo,https://www.bigbasket.com/media/uploads/p/l/1205589_2-bb-royal-red-chilli-powder-200g-corianderdhania-powder-200g-turmerichaldi-powder-200g.jpg,1.81,"Foodgrains, Oil & Masala"
bb Popular Almond + bb Royal Whole Cashew + bb Royal Indian Raisins(200g),Combo,https://www.bigbasket.com/media/uploads/p/l/1200116_2-bb-combo-bb-popular-almond-bb-royal-whole-cashew-bb-royal-indian-raisins200g.jpg,4.78,"Foodgrains, Oil & Masala"
Steam Rice/Akki - Kolam,25 kg,https://www.bigbasket.com/media/uploads/p/l/40035514_7-bb-royal-steam-rice-kolam.jpg,12.36,"Foodgrains, Oil & Masala"
Walnut Kernels/Akharot Tukda 200gm + Cashew Whole 500gm + Raisins Indian 500gm,Combo,https://www.bigbasket.com/media/uploads/p/l/1206899_1-bb-popular-walnut-kernelsakharot-tukda-200gm-cashew-whole-500gm-raisins-indian-500gm.jpg,9.55,"Foodgrains, Oil & Masala"
"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",Combo,https://www.bigbasket.com/media/uploads/p/l/1206889_1-bb-popular-almondbadam-californian-giri-200gm-cashew-whole-200gmraisins-indian-200gm.jpg,4.4,"Foodgrains, Oil & Masala"
Organic - Sona Masoori White Rice,2x5 kg,https://www.bigbasket.com/media/uploads/p/l/1209747_1-bb-royal-organic-sona-masoori-white-rice.jpg,6.78,"Foodgrains, Oil & Masala"
Rice - Baskati,1 kg,https://www.bigbasket.com/media/uploads/p/l/40056476_5-bb-royal-rice-baskati.jpg,0.67,"Foodgrains, Oil & Masala"
Chana - Brown/Kadale Kaalu,1 kg,https://www.bigbasket.com/media/uploads/p/l/70001280_10-bb-popular-channa-brown.jpg,0.97,"Foodgrains, Oil & Masala"
"Organic - Foxtail Millet / Italian, Thinai Rice",500 g,https://www.bigbasket.com/media/uploads/p/l/40077488_12-bb-royal-organic-foxtail-millet-italian-thinai-rice.jpg,0.51,"Foodgrains, Oil & Masala"
Olive Oil - Extra Light,1 L,https://www.bigbasket.com/media/uploads/p/l/40117984_5-allegro-olive-oil-extra-light.jpg,6.49,"Foodgrains, Oil & Masala"
Misri - Diamond Sugar,500 g,https://www.bigbasket.com/media/uploads/p/l/40053916_1-bb-royal-misri-diamond-sugar.jpg,0.75,"Foodgrains, Oil & Masala"
Nature's Super Foods Organic Urad Dal Split/Uddina Bele,1 kg,https://www.bigbasket.com/media/uploads/p/l/40202029_2-aashirvaad-natures-super-foods-organic-urad-dal.jpg,1.88,"Foodgrains, Oil & Masala"
Organic - Moong Dal/Hesaru Bele,5 kg,https://www.bigbasket.com/media/uploads/p/l/40203924_1-bb-royal-organic-moong-dal.jpg,6.99,"Foodgrains, Oil & Masala"
"BBRoyal Almond, Jumbo + BBPopular Cashew Split, Small+Indian Raisins (Each 500G)",Combo,https://www.bigbasket.com/media/uploads/p/l/1203107_1-bb-combo-bbroyal-almond-jumbo-bbpopular-cashew-split-smallindian-raisins-each-500g.jpg,11.94,"Foodgrains, Oil & Masala"
"Avalakki Medium - Flattened & Beaten Rice , Makers Breakfast &  Teatime Snacks",500 g,https://www.bigbasket.com/media/uploads/p/l/40105917_4-bb-royal-avalakki-medium.jpg,0.34,"Foodgrains, Oil & Masala"
Organic - Brown Rice,2x5 kg,https://www.bigbasket.com/media/uploads/p/l/1209744_1-bb-royal-organic-brown-rice.jpg,6.98,"Foodgrains, Oil & Masala"
Pneri Mix Mouth Freshener - Helps Boost Immunity & Digestion,130 g,https://www.bigbasket.com/media/uploads/p/l/40225679_1-delight-nuts-pneri-mix-mouth-freshener-helps-boost-ilunity-digestion.jpg,0.69,"Foodgrains, Oil & Masala"
Wheat Dalia/Lapsi rava,500 g,https://www.bigbasket.com/media/uploads/p/l/10000456_10-bb-royal-wheat-brokendalia.jpg,0.26,"Foodgrains, Oil & Masala"
Organic - Cashew/Godambi Broken,100 g,https://www.bigbasket.com/media/uploads/p/l/40088187_12-bb-royal-organic-cashew-broken.jpg,0.99,"Foodgrains, Oil & Masala"
Urad White Whole Gota - Rich Source Of Vitamin B Complex,1 kg,https://www.bigbasket.com/media/uploads/p/l/40261326_1-natureland-organics-urad-white-whole-gota-rich-source-of-vitamin-b-complex.jpg,1.88,"Foodgrains, Oil & Masala"
Organic - Almond/Badam,500 g,https://www.bigbasket.com/media/uploads/p/l/40101871_11-bb-royal-organic-almondbadam.jpg,5.49,"Foodgrains, Oil & Masala"
Basmati Rice/Basmati Akki - Premium,1 kg,https://www.bigbasket.com/media/uploads/p/l/40110352_8-bb-royal-basmati-rice-premium.jpg,1.04,"Foodgrains, Oil & Masala"
Organic Rajma/Capparadavare Sharmili,1 kg,https://www.bigbasket.com/media/uploads/p/l/40168544_7-bb-royal-organic-rajma-sharmili.jpg,1.49,"Foodgrains, Oil & Masala"
Atta/Godihittu - Whole Wheat,2 kg,https://www.bigbasket.com/media/uploads/p/l/161826_8-aashirvaad-atta-whole-wheat.jpg,1.18,"Foodgrains, Oil & Masala"
Besan Fine/Kadale Hittu,500 g,https://www.bigbasket.com/media/uploads/p/l/10000475_8-bb-royal-besan-flour.jpg,0.45,"Foodgrains, Oil & Masala"
"Mustard Seeds - Black, Rich In Omega 3",150 g,https://www.bigbasket.com/media/uploads/p/l/40261321_1-natureland-organics-mustard-seeds-black-rich-in-omega-3.jpg,0.34,"Foodgrains, Oil & Masala"
Dates/Kharjura - Ajwa,500 g,https://www.bigbasket.com/media/uploads/p/l/40112511_2-bb-royal-dates-ajwa.jpg,8.7,"Foodgrains, Oil & Masala"
Organic - Sona Masoori Raw Rice/Akki,10 kg,https://www.bigbasket.com/media/uploads/p/l/40127665_11-bb-royal-organic-sona-masoori-raw-rice.jpg,6.19,"Foodgrains, Oil & Masala"
Basmati Rice - Premium,2x1 kg,https://www.bigbasket.com/media/uploads/p/l/1203478_1-bb-royal-basmati-rice-premium.jpg,2.04,"Foodgrains, Oil & Masala"
Gingelly/Sesame Cooking Oil,1 L,https://www.bigbasket.com/media/uploads/p/l/40181477_7-bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil.jpg,3.1,"Foodgrains, Oil & Masala"
Poha/Avalakki/Aval/Chivda - Thick 1X2kg + Peanuts - Raw 1kg,Combo,https://www.bigbasket.com/media/uploads/p/l/1205594_1-bb-popular-pohaavalakkiavalchivda-thick-1kg-peanutsmungaphalishengdana-raw-1kg.jpg,2.63,"Foodgrains, Oil & Masala"
Fennel Delight,90 g,https://www.bigbasket.com/media/uploads/p/l/40205474_1-bb-royal-fennel-delight.jpg,0.6,"Foodgrains, Oil & Masala"
Urad White Whole Gota - Rich In Fibre & Protein,500 g,https://www.bigbasket.com/media/uploads/p/l/40261330_1-natureland-organics-urad-white-whole-gota-rich-in-fibre-protein.jpg,1.01,"Foodgrains, Oil & Masala"
Kashmiri Rajma Masala,100 g,https://www.bigbasket.com/media/uploads/p/l/40158087_3-keya-kashmiri-rajma-masala.jpg,0.72,"Foodgrains, Oil & Masala"
Atta With 9 Multigrains High Fibre And High Protein Soft Rotis,5 kg,https://www.bigbasket.com/media/uploads/p/l/40189432_2-bb-royal-multigrain-atta-fortified.jpg,2.49,"Foodgrains, Oil & Masala"
Superior-Mp-Sharbati-Atta/Godihittu - Fortified,500 g,https://www.bigbasket.com/media/uploads/p/l/40189428_2-bb-royal-superior-mp-sharbati-atta-fortified.jpg,0.35,"Foodgrains, Oil & Masala"
Organic Buckwheat Whole,500 g,https://www.bigbasket.com/media/uploads/p/l/40184726_4-bb-royal-organic-buckwheat-whole.jpg,0.7,"Foodgrains, Oil & Masala"
Almonds - Roasted & Salted,200 g,https://www.bigbasket.com/media/uploads/p/l/10000520_5-bb-royal-almondbadam-roasted-salted.jpg,2.25,"Foodgrains, Oil & Masala"
Basmati Rice/Basmati Akki - Super,1 kg,https://www.bigbasket.com/media/uploads/p/l/255848_10-daawat-basmati-rice-super.jpg,1.52,"Foodgrains, Oil & Masala"
Red Chilli with Stem 500 gm + Coriander Seeds 500 gm + Cumin - Whole 100 gm,Combo,https://www.bigbasket.com/media/uploads/p/l/1203900_1-bb-royal-red-chilli-with-stem-500-gm-coriander-seeds-500-gm-cumin-whole-100-gm.jpg,4.0,"Foodgrains, Oil & Masala"
Masala - Biryani,100 g,https://www.bigbasket.com/media/uploads/p/l/100270856_6-eastern-masala-biryani.jpg,0.58,"Foodgrains, Oil & Masala"
Onion (Loose),2 kg,https://www.bigbasket.com/media/uploads/p/l/40075537_5-fresho-onion.jpg,0.52,Fruits & Vegetables
Tomato - Local (Loose),1 kg,https://www.bigbasket.com/media/uploads/p/l/10000203_16-fresho-tomato-local.jpg,0.18,Fruits & Vegetables
Drumstick/Moringa,250 g,https://www.bigbasket.com/media/uploads/p/l/10000109_18-fresho-drumstickmoringa.jpg,0.12,Fruits & Vegetables
"Methi/Venthaya Keerai - Cleaned, without roots",250 g,https://www.bigbasket.com/media/uploads/p/l/10000112_18-fresho-methiventhaya-keerai-cleaned-without-roots.jpg,0.28,Fruits & Vegetables
Beans - Cluster (Loose),250 g,https://www.bigbasket.com/media/uploads/p/l/10000040_10-fresho-beans-cluster.jpg,0.12,Fruits & Vegetables
Lemon Grass,100 g,https://www.bigbasket.com/media/uploads/p/l/10000129_17-fresho-lemon-grass.jpg,0.1,Fruits & Vegetables
Beans - Broad (Loose),1 kg,https://www.bigbasket.com/media/uploads/p/l/10000036_20-fresho-beans-broad.jpg,0.73,Fruits & Vegetables
Garlic - Organically Grown (Loose),100 g,https://www.bigbasket.com/media/uploads/p/l/50000506_5-fresho-garlic-organically-grown.jpg,0.14,Fruits & Vegetables
Sambar Onion - Peeled (Small Onion),200 g,https://www.bigbasket.com/media/uploads/p/l/40005819_5-fresho-sambar-onion-peeled-small-onion.jpg,0.24,Fruits & Vegetables
Brinjal - Bottle Shape (Loose),1 kg,https://www.bigbasket.com/media/uploads/p/l/10000053_18-fresho-brinjal-bottle-shape.jpg,0.74,Fruits & Vegetables
Premium International Healthy Nutmix,80 g,https://www.bbassets.com/static/images/product_l_no_image.jpg,0.94,Gourmet & World Food
100% Pure Cocoa Butter Premium Chocolates,120 g 12 pcs,https://www.bigbasket.com/media/uploads/p/l/40087512_14-lindberg-assorted-gift-box-pure-belgian-chocolate-truffles.jpg,3.49,Gourmet & World Food
Green Tea - With Rose Petals,55 g,https://www.bigbasket.com/media/uploads/p/l/30010743_5-wingreens-farms-rose-petals-with-green-tea.jpg,2.1,Gourmet & World Food
Pasta - Penne Whole Wheat,2x500 g,https://www.bigbasket.com/media/uploads/p/l/1213500_2-happychef-pasta-penne-whole-wheat.jpg,1.82,Gourmet & World Food
Roasted Nutri Mixture - Lime,125 g,https://www.bigbasket.com/media/uploads/p/l/40112408_7-gooddiet-snacks-roasted-nutri-mixture-lime.jpg,0.79,Gourmet & World Food
"California Almonds - Protein Rich, Mildly-Salted Healthy Snack",450 g,https://www.bigbasket.com/media/uploads/p/l/40235846_1-don-monte-california-almonds-protein-rich-mildly-salted-healthy-snack.jpg,6.75,Gourmet & World Food
Monofloral Nectar Honey From Parasnath Mountains - Karanj Flowers,500 g,https://www.bigbasket.com/media/uploads/p/l/40217599_1-eatopia-monofloral-nectar-honey-from-parasnath-mountains-karanj-flowers.jpg,5.99,Gourmet & World Food
HappyChef 100% Durum Wheat Pasta-Spaghetti 500g & Knorr Pizza-Pasta Sauce 200g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221479_1-bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g.jpg,1.59,Gourmet & World Food
Nuts & Seeds Bar - Dark Chocolate & Sea Salt,30 g,https://www.bigbasket.com/media/uploads/p/l/40194098_1-monsoon-harvest-nuts-seeds-bar-dark-chocolate-sea-salt.jpg,0.45,Gourmet & World Food
Ayurveda Mix Triphala Herbal Tea - Boosts Immunity,100 g,https://www.bigbasket.com/media/uploads/p/l/40228303_1-teamonk-ayurveda-mix-triphala-herbal-tea-ilunity-detoxification.jpg,1.2,Gourmet & World Food
"Organic White Quinoa - 100% Natural, Rich In Protein, Gluten-Free",500 g,https://www.bigbasket.com/media/uploads/p/l/40255264_1-jiwa-organic-white-quinoa-100-natural-rich-in-protein-gluten-free.jpg,0.5,Gourmet & World Food
Milk - Coconut,400 ml,https://www.bigbasket.com/media/uploads/p/l/100135504_1-pantai-milk-coconut.jpg,0.9,Gourmet & World Food
HappyChef Durum Wheat Pasta-Farfalle 500g & Knorr Pizza-Pasta Sauce 200g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221484_2-bb-combo-happychef-durum-wheat-pasta-farfalle-500g-knorr-pizza-pasta-sauce-200g.jpg,1.55,Gourmet & World Food
Pasta - Fusilli Whole Wheat,2x500 g,https://www.bigbasket.com/media/uploads/p/l/1213501_2-happychef-pasta-fusilli-whole-wheat.jpg,1.82,Gourmet & World Food
Classic Milk Chocolate Crispies,100 g,https://www.bigbasket.com/media/uploads/p/l/40102514_5-lindberg-classic-milk-chocolate-crispies.jpg,1.59,Gourmet & World Food
Raisins Dark Chocolate Bar - Pure Belgian,2x50 g,https://www.bigbasket.com/media/uploads/p/l/1201375_1-lindberg-raisins-dark-chocolate-bar-pure-belgian.jpg,2.26,Gourmet & World Food
Durum Wheat Pasta - Farfalle,500 g,https://www.bigbasket.com/media/uploads/p/l/303137_3-borges-durum-wheat-pasta-farfalle.jpg,1.25,Gourmet & World Food
Miracle Mint Tea,100 g,https://www.bigbasket.com/media/uploads/p/l/40210557_1-tgl-co-miracle-mint-tea.jpg,2.2,Gourmet & World Food
